conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18e55722-e209-49a4-9f2c-ff0a789b3a68,skill/competence,transversal,Tamil sprechen,Tamilisch sprechen,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups,
http://data.europa.eu/esco/concept-scheme/skills",Sich mündlich auf Tamil verständigen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18e644ff-cd44-4818-a379-ef2ccf28713e,skill/competence,cross-sector,Kerzen formen,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Kerzen unter Verwendung von Handwerkzeugen, wie Messern oder Handgriffen, auf festgelegte Abmessungen zuschneiden und trimmen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18ebe0a6-f679-4840-a419-03025fba94c9,skill/competence,occupation-specific,Schornsteinzustand überprüfen,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Fehler und aktuellen Zustand von Schornsteinen und Kaminen anhand spezieller Rauchmelde- und Videoüberwachungsgeräte überwachen und kontrollieren.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18edb12e-4f41-4ae0-8085-7513236580c8,knowledge,cross-sector,Eigenschaften optischer Gläser,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Eigenschaften optischer Gläser, z. B. Brechzahl, Streuung und chemische Eigenschaften."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18ee0ab2-60c0-42f2-9ce6-041738d63293,skill/competence,sector-specific,Elektrizitätsübertragungsnetz leiten,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Die Systeme leiten, die die Übertragung von elektrischer Energie aus Stromerzeugungsanlagen an Stromversorgungsanlagen über Stromleitungen gewährleisten, dabei die Betriebssicherheit gewährleisten und die Einhaltung von Terminen und Vorschriften gewährleisten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18eeffee-2879-42e0-b5fe-5739c6883a01,skill/competence,occupation-specific,Data-Link-Dienste für Navigationszwecke entwickeln,Dienste im Zusammenhang mit Datenübertragungsabschnitten für Navigationszwecke entwickeln,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Datalink-Dienste und Satellitentechnologien für die Luft/Boden-Kommunikation entwickeln und implementieren.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18f36e41-209a-4691-8381-e830eddbaae1,skill/competence,sector-specific,chemische Reagenzien organisieren,,,released,2020-06-16T13:37:39.241Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Die Handhabung, Zugabe und Entsorgung chemischer Reagenzien organisieren, die zur Trennung von Produkten aus Rohstoffen verwendet werden.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18fc46b6-0fb0-455c-9e91-083a95a4fdf6,knowledge,cross-sector,Zirkusästhetik,Circusästhetik,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Art und Weise, wie sich die Zirkuskonzepte und -traditionen sich im Laufe der Zeit weiterentwickelt haben, sowie ihre künstlerische Bedeutung."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1907a2d7-c974-4ff2-ab08-d0324515a200,skill/competence,sector-specific,Hypnopsychotherapie anwenden,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Einen Patienten/eine Patientin hypnotisieren, um eine unterbewusste Veränderung in Form neuer Reaktionen, Gedanken, Einstellungen, Verhaltensweisen oder Gefühlen zu schaffen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/190b7060-79fa-4450-9a3d-c4ce63b0fa4d,skill/competence,sector-specific,Komponenten auf Leiterplatte schweißen,Komponenten auf Platine schweißen,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Elektronische Bauteile auf unbestückte Leiterplatten schweißen, um mit Handschweißwerkzeugen oder Schweißmaschinen bestückte elektronische Leiterplatten zu erstellen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/190be8c6-69a6-4aff-8320-473aee68d4c8,knowledge,occupation-specific,orthopädische Physiotherapie,"manuelle Therapie in der Orthopädie
orthopädische Krankengymnastik",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Spezieller Bereich der Physiotherapie für die Behandlung von Erkrankungen des Bewegungsapparates auf Grundlage klinischer Argumentation unter Verwendung sehr spezifischer Behandlungskonzepte, einschließlich manueller Techniken und therapeutischer Übungen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1910b022-fc63-4f3d-b742-f9d62d4382b6,skill/competence,occupation-specific,Bestand an Fahrzeugreinigungsmitteln aufrechterhalten,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Einen Bestand an Reinigungsmitteln und -materialien für die Fahrzeugreinigung aufrechterhalten.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/19115dcc-8b12-4155-8c46-20ce4e9ec74f,knowledge,cross-sector,Lasergravurtechniken,Laserbeschriftungstechniken,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Verschiedene Gravuren unter Einsatz von Lasern, um Einschnitte vorzunehmen, z. B. die X-Y-Tabellenmethode, die Methode des zylinderförmigen Werkstücks und die Galvanometermethode."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/191f7a8f-ad46-4279-b639-f113f5992310,knowledge,cross-sector,galvanische Überzugsmetalle,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Verschiedene Prozesse, die verschiedene für die Galvanotechnik verwendete Materialien erzeugen können, z. B. Verkupfern, Versilbern, Vernickeln, Vergolden, Prägevergolden und Entfetten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192043be-5700-40fd-9e21-52c8f1ba8b2e,knowledge,cross-sector,Reinigungsmittel,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Inhaltsstoffe, die bei der Entwicklung von Reinigungsmitteln verwendet werden, sowie ihre Eigenschaften und Risiken."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192e12e7-6bf0-42e6-bfc3-70c08551f12a,skill/competence,cross-sector,Umweltpläne im Zusammenhang mit ihren Kosten bewerten,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Umweltpläne in finanzieller Hinsicht bewerten, um die für die Verbesserung der Umwelt erforderlichen Ausgaben im Gleichgewicht zu halten. Den wirtschaftlichen Nutzen bewerten, den diese Investitionen dem Unternehmen langfristig bringen werden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192f3ca9-2232-40d0-b241-387966ce2de8,knowledge,cross-sector,Rechtsvorschriften für den Abfalltransport,"Abfalltransport-Gesetzgebung
Abfalltransportrecht",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bestimmungen und Vorschriften über die sichere Beförderung gefährlicher und nicht gefährlicher Abfälle, Erzeugnisse und Geräte."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/193173b0-975a-4b6d-9af5-fa4c0baeb448,skill/competence,sector-specific,Kunden und Kundinnen Informationen über Tabakwaren übermitteln,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Kunden und Kundinnen Informationen über die geeigneten Bedingungen für die Vorbereitung und Lagerung von Tabak und Tabakerzeugnissen übermitteln.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1942d146-9aab-4767-b565-57f106396419,skill/competence,sector-specific,Energiepreisprognosen aufstellen,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Den Energiemarkt und externe Faktoren analysieren, die Einfluss auf die Entwicklung des Energiemarktes nehmen können, um die Entwicklung der Preise für Energieverbrauch und Nebenkosten aufzustellen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/194c05ed-253c-485a-8bf0-0c8de1aaafda,skill/competence,cross-sector,Arbeitsplan folgen,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Die Abfolge der Tätigkeiten zur fristgerechten Durchführung von Arbeiten verwalten, indem einem Arbeitsplan gefolgt wird."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1951e126-6c66-46cf-9345-d4941c85bc2a,skill/competence,cross-sector,staatliche Ausgaben prüfen,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Die Finanzverfahren einer staatlichen Organisation prüfen, die sich mit der Budgetvergabe und der Ressourcenallokation sowie den Ausgaben beschäftigen, um sicherzustellen, dass keine Fehler gemacht werden und bei der Handhabung der Finanzkonten keine verdächtigen Handlungen vorgenommen werden und dass die Ausgaben mit den finanziellen Bedürfnissen und Prognosen im Einklang stehen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1954f68c-74be-4727-b127-1025ab39bfcc,skill/competence,occupation-specific,Gebühren für Kundendienste bestimmen,,,released,2022-11-28T14:02:32.664Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Preise und Gebühren für von Kunden angeforderte Dienstleistungen bestimmen; Zahlungen oder Kautionen einziehen; die Abrechnung abwickeln.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/19629e11-885b-4f57-8eb0-5a3752f07d92,knowledge,occupation-specific,Schulen der Musiktherapie,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Bestehende Schulen, die Musiktherapie unterrichten, und ihre Bedeutung für den Fortschritt in diesem Bereich."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/196636e6-9e3b-476b-adc6-b4f1e7318e33,skill/competence,sector-specific,Vorgaben des Flugplatzhandbuches einhalten,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Befolgung der Normen und spezifischen Vorschriften des Flugplatzhandbuchs, das Merkmale, Richtlinien und Verfahren für den sicheren Betrieb des Flughafens enthält.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/196e6fb8-cc19-4045-92d8-02d52c60e328,skill/competence,sector-specific,Gerichtsverhandlungen beaufsichtigen,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Die Verfahren bei einer Gerichtsverhandlung beaufsichtigen, um sicherzustellen, dass sie den Vorschriften entsprechen, ordnungsgemäß und ehrlich erfolgen, und sicherstellen, dass bei der Befragung oder der Geltendmachung von Argumenten keine moralischen oder ethischen Grenzen überschritten werden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be,skill/competence,cross-sector,Tabellenkalkulationsprogramme verwenden,Tabellenkalkulationssoftware verwenden,"Microsoft Office Excel
Sphygmic Software Spreadsheet
LibreOffice Calc
Lotus Improv
CellPro
QT Calc Express
DhtmlxSpreadsheet
Corel Calculate
IBM Lotus Symphony Spreadsheets
Google Sheets
ThinkFree Office Calc
Lotus 1-2-3
Household Budget Worksheet
Myrtle
wikiCalc
Simple Spreadsheet
ResolverOne
Quantrix Modeler
OxygenOffice Professional Calc
Ability Office Spreadsheet
Calligra Sheets
Sheetster
OOo4Kids Calc
Accel Spreadsheet
Dolphinity Planner
Zoho Sheet
PlanMaker
Gnumeric
Kingsoft Spreadsheet",released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Softwarewerkzeuge zur Erstellung und Bearbeitung von Daten in Tabellenform verwenden, um mathematische Berechnungen durchzuführen, Daten und Informationen zu organisieren, Diagramme anhand von Daten zu erstellen und Daten abzurufen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1974b36d-df02-4a61-910d-90f91699759c,skill/competence,cross-sector,metallische Werkstücke galvanisieren,,,released,2016-12-20T19:50:01Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bei Stahl und anderen eisernen Werkstücken das Rosten und andere Arten von Korrosion verhindern, indem mithilfe von Verfahren wie Feuerverzinkung oder Elektroplattieren eine schützende Zinkschicht auf eine Metalloberfläche auftragen wird."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/197551c2-c5b2-41e8-9b77-676a32ad1e12,skill/competence,sector-specific,die Fantasie von Darstellern/Darstellerinnen anregen,die Phantasie von Darstellern/Darstellerinnen anregen,,released,2024-01-03T11:51:14.781Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Einsatz inspirierender Artefakte und kreativer Methoden, um die Fantasie von Darstellerinnen und Darstellern anzuregen. Versorgen der Darstellerinnen und Darsteller mit den erforderlichen Unterlagen. Stimulieren der Vorstellungskraft von Künstlerinnen und Künstlern in den Bereichen Live-Aufführungen, Theater, Film und Unterhaltung. In diesen Bereichen tätige Fachkräfte arbeiten daran, die Kreativität und Fantasie von Schauspielerinnen und Schauspielern, Musikerinnen und Musikern, Tänzerinnen und Tänzern und anderen Darstellerinnen und Darstellern anzuregenund zu fördern.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1979dafb-85ce-45da-acfe-d55353930755,skill/competence,cross-sector,politische Entscheidungen in der Praxis des Gesundheitswesens umsetzen,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Festlegen, wie politische Entscheidungen in der Praxis ausgelegt und umgesetzt werden sollten, indem lokale und nationale Maßnahmen sowie Ihre eigenen Praktiken umgesetzt und Entwicklungen und Verbesserungen für die Erbringung von Dienstleistungen vorgeschlagen werden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/198517e5-63bc-4337-bb33-6819bfa2f265,knowledge,sector-specific,Sekt,"Perlwein
Champagner
Schaumwein
Schampus",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Sorten der Schaumweine und ihre Abstimmung auf Lebensmittelerzeugnisse.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/19858dd3-a5fe-4855-b644-6ecfefd1c384,knowledge,cross-sector,Zimmerei und Tischlerei,Zimmer- und Tischlerhandwerk,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Bauweisen im Zusammenhang mit Holzelementen, z. B. Bau von Dächern, Böden und Fachwerkgebäuden sowie anderen verwandten Produkten, wie Türen oder Fußleisten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1988ce17-ce7a-44b9-9fce-5aaea5f811f5,skill/competence,transversal,Armenisch schreiben,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Verfassen von Texten auf Armenisch.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/198ac61d-6820-484e-a0ad-2ca78c9b0ed0,skill/competence,occupation-specific,einen Stand in einem Themenpark leiten,"einen Stand in einem Erlebnispark leiten
einen Stand in einem Freizeitpark leiten",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","In Themenparks oder bei Karnevals Stände besetzen; Aufgaben wie zum Beispiel dir Durchführung von Spielen wahrnehmen; von Besuchern Fotos machen, Preise und Trophäen vergeben."
